id,cliente,monto,estado
PERF-000001,Customer 1,1003,Activo
PERF-000002,Customer 2,1006,Inactivo
PERF-000003,Customer 3,1009,Pendiente
PERF-000004,Customer 4,1012,Inactivo
PERF-000005,Customer 5,1015,Activo
PERF-000006,Customer 6,1018,Pendiente
PERF-000007,Customer 7,1021,Activo
PERF-000008,Customer 8,1024,Inactivo
PERF-000009,Customer 9,1027,Pendiente
PERF-000010,Customer 10,1030,Inactivo
PERF-000011,Customer 11,1033,Activo
PERF-000012,Customer 12,1036,Pendiente
PERF-000013,Customer 13,1039,Activo
PERF-000014,Customer 14,1042,Inactivo
PERF-000015,Customer 15,1045,Pendiente
PERF-000016,Customer 16,1048,Inactivo
PERF-000017,Customer 17,1051,Activo
PERF-000018,Customer 18,1054,Pendiente
PERF-000019,Customer 19,1057,Activo
PERF-000020,CUSTOMER 20,1060,inactivo
PERF-000021,Customer 21,1063,Pendiente
PERF-000022,Customer 22,1066,Inactivo
PERF-000023,Customer 23,1069,Activo
PERF-000024,Customer 24,1072,Pendiente
PERF-000025,Customer 25,1075,Activo
PERF-000026,Customer 26,1078,Inactivo
PERF-000027,Customer 27,1081,Pendiente
PERF-000028,Customer 28,1084,Inactivo
PERF-000029,Customer 29,1087,Activo
PERF-000030,Customer 30,1090,Pendiente
PERF-000031,Customer 31,1093,Activo
PERF-000032,Customer 32,1096,Inactivo
PERF-000033,Customer 33,1099,Pendiente
PERF-000034,Customer 34,1102,Inactivo
PERF-000035,Customer 35,1105,Activo
PERF-000036,Customer 36,1108,Pendiente
PERF-000037,Customer 37,1111,Activo
PERF-000038,Customer 38,1114,Inactivo
PERF-000039,Customer 39,1117,Pendiente
PERF-000040,CUSTOMER 40,1120,inactivo
PERF-000041,Customer 41,1123,Activo
PERF-000042,Customer 42,1126,Pendiente
PERF-000043,Customer 43,1129,Activo
PERF-000044,Customer 44,1132,Inactivo
PERF-000045,Customer 45,1135,Pendiente
PERF-000046,Customer 46,1138,Inactivo
PERF-000047,Customer 47,1141,Activo
PERF-000048,Customer 48,1144,Pendiente
PERF-000049,Customer 49,1147,Activo
PERF-000050,Customer 50,1152,Inactivo
PERF-000051,Customer 51,1153,Pendiente
PERF-000052,Customer 52,1156,Inactivo
PERF-000053,Customer 53,1159,Activo
PERF-000054,Customer 54,1162,Pendiente
PERF-000055,Customer 55,1165,Activo
PERF-000056,Customer 56,1168,Inactivo
PERF-000057,Customer 57,1171,Pendiente
PERF-000058,Customer 58,1174,Inactivo
PERF-000059,Customer 59,1177,Activo
PERF-000060,CUSTOMER 60,1180,pendiente
PERF-000061,Customer 61,1183,Activo
PERF-000062,Customer 62,1186,Inactivo
PERF-000063,Customer 63,1189,Pendiente
PERF-000064,Customer 64,1192,Inactivo
PERF-000065,Customer 65,1195,Activo
PERF-000066,Customer 66,1198,Pendiente
PERF-000067,Customer 67,1201,Activo
PERF-000068,Customer 68,1204,Inactivo
PERF-000069,Customer 69,1207,Pendiente
PERF-000070,Customer 70,1210,Inactivo
PERF-000071,Customer 71,1213,Activo
PERF-000072,Customer 72,1216,Pendiente
PERF-000073,Customer 73,1219,Activo
PERF-000074,Customer 74,1222,Inactivo
PERF-000075,Customer 75,1225,Pendiente
PERF-000076,Customer 76,1228,Inactivo
PERF-000077,Customer 77,1231,Activo
PERF-000078,Customer 78,1234,Pendiente
PERF-000079,Customer 79,1237,Activo
PERF-000080,CUSTOMER 80,1240,inactivo
PERF-000081,Customer 81,1243,Pendiente
PERF-000082,Customer 82,1246,Inactivo
PERF-000083,Customer 83,1249,Activo
PERF-000084,Customer 84,1252,Pendiente
PERF-000085,Customer 85,1255,Activo
PERF-000086,Customer 86,1258,Inactivo
PERF-000087,Customer 87,1261,Pendiente
PERF-000088,Customer 88,1264,Inactivo
PERF-000089,Customer 89,1267,Activo
PERF-000090,Customer 90,1270,Pendiente
PERF-000091,Customer 91,1273,Activo
PERF-000092,Customer 92,1276,Inactivo
PERF-000093,Customer 93,1279,Pendiente
PERF-000094,Customer 94,1282,Inactivo
PERF-000095,Customer 95,1285,Activo
PERF-000096,Customer 96,1288,Pendiente
PERF-000097,Customer 97,1291,Activo
PERF-000098,Customer 98,1294,Inactivo
PERF-000099,Customer 99,1297,Pendiente
PERF-000100,CUSTOMER 100,1320,inactivo
PERF-000101,Customer 101,1303,Activo
PERF-000102,Customer 102,1306,Pendiente
PERF-000103,Customer 103,1309,Activo
PERF-000104,Customer 104,1312,Inactivo
PERF-000105,Customer 105,1315,Pendiente
PERF-000106,Customer 106,1318,Inactivo
PERF-000107,Customer 107,1321,Activo
PERF-000108,Customer 108,1324,Pendiente
PERF-000109,Customer 109,1327,Activo
PERF-000110,Customer 110,1330,Inactivo
PERF-000111,Customer 111,1333,Pendiente
PERF-000112,Customer 112,1336,Inactivo
PERF-000113,Customer 113,1339,Activo
PERF-000114,Customer 114,1342,Pendiente
PERF-000115,Customer 115,1345,Activo
PERF-000116,Customer 116,1348,Inactivo
PERF-000117,Customer 117,1351,Pendiente
PERF-000118,Customer 118,1354,Inactivo
PERF-000119,Customer 119,1357,Activo
PERF-000120,CUSTOMER 120,1360,pendiente
PERF-000121,Customer 121,1363,Activo
PERF-000122,Customer 122,1366,Inactivo
PERF-000123,Customer 123,1369,Pendiente
PERF-000124,Customer 124,1372,Inactivo
PERF-000125,Customer 125,1375,Activo
PERF-000126,Customer 126,1378,Pendiente
PERF-000127,Customer 127,1381,Activo
PERF-000128,Customer 128,1384,Inactivo
PERF-000129,Customer 129,1387,Pendiente
PERF-000130,Customer 130,1390,Inactivo
PERF-000131,Customer 131,1393,Activo
PERF-000132,Customer 132,1396,Pendiente
PERF-000133,Customer 133,1399,Activo
PERF-000134,Customer 134,1402,Inactivo
PERF-000135,Customer 135,1405,Pendiente
PERF-000136,Customer 136,1408,Inactivo
PERF-000137,Customer 137,1411,Activo
PERF-000138,Customer 138,1414,Pendiente
PERF-000139,Customer 139,1417,Activo
PERF-000140,CUSTOMER 140,1420,inactivo
PERF-000141,Customer 141,1423,Pendiente
PERF-000142,Customer 142,1426,Inactivo
PERF-000143,Customer 143,1429,Activo
PERF-000144,Customer 144,1432,Pendiente
PERF-000145,Customer 145,1435,Activo
PERF-000146,Customer 146,1438,Inactivo
PERF-000147,Customer 147,1441,Pendiente
PERF-000148,Customer 148,1444,Inactivo
PERF-000149,Customer 149,1447,Activo
PERF-000150,Customer 150,1452,Pendiente
PERF-000151,Customer 151,1453,Activo
PERF-000152,Customer 152,1456,Inactivo
PERF-000153,Customer 153,1459,Pendiente
PERF-000154,Customer 154,1462,Inactivo
PERF-000155,Customer 155,1465,Activo
PERF-000156,Customer 156,1468,Pendiente
PERF-000157,Customer 157,1471,Activo
PERF-000158,Customer 158,1474,Inactivo
PERF-000159,Customer 159,1477,Pendiente
PERF-000160,CUSTOMER 160,1480,inactivo
PERF-000161,Customer 161,1483,Activo
PERF-000162,Customer 162,1486,Pendiente
PERF-000163,Customer 163,1489,Activo
PERF-000164,Customer 164,1492,Inactivo
PERF-000165,Customer 165,1495,Pendiente
PERF-000166,Customer 166,1498,Inactivo
PERF-000167,Customer 167,1501,Activo
PERF-000168,Customer 168,1504,Pendiente
PERF-000169,Customer 169,1507,Activo
PERF-000170,Customer 170,1510,Inactivo
PERF-000171,Customer 171,1513,Pendiente
PERF-000172,Customer 172,1516,Inactivo
PERF-000173,Customer 173,1519,Activo
PERF-000174,Customer 174,1522,Pendiente
PERF-000175,Customer 175,1525,Activo
PERF-000176,Customer 176,1528,Inactivo
PERF-000177,Customer 177,1531,Pendiente
PERF-000178,Customer 178,1534,Inactivo
PERF-000179,Customer 179,1537,Activo
PERF-000180,CUSTOMER 180,1540,pendiente
PERF-000181,Customer 181,1543,Activo
PERF-000182,Customer 182,1546,Inactivo
PERF-000183,Customer 183,1549,Pendiente
PERF-000184,Customer 184,1552,Inactivo
PERF-000185,Customer 185,1555,Activo
PERF-000186,Customer 186,1558,Pendiente
PERF-000187,Customer 187,1561,Activo
PERF-000188,Customer 188,1564,Inactivo
PERF-000189,Customer 189,1567,Pendiente
PERF-000190,Customer 190,1570,Inactivo
PERF-000191,Customer 191,1573,Activo
PERF-000192,Customer 192,1576,Pendiente
PERF-000193,Customer 193,1579,Activo
PERF-000194,Customer 194,1582,Inactivo
PERF-000195,Customer 195,1585,Pendiente
PERF-000196,Customer 196,1588,Inactivo
PERF-000197,Customer 197,1591,Activo
PERF-000198,Customer 198,1594,Pendiente
PERF-000199,Customer 199,1597,Activo
PERF-000200,CUSTOMER 200,1620,inactivo
PERF-000201,Customer 201,1603,Pendiente
PERF-000202,Customer 202,1606,Inactivo
PERF-000203,Customer 203,1609,Activo
PERF-000204,Customer 204,1612,Pendiente
PERF-000205,Customer 205,1615,Activo
PERF-000206,Customer 206,1618,Inactivo
PERF-000207,Customer 207,1621,Pendiente
PERF-000208,Customer 208,1624,Inactivo
PERF-000209,Customer 209,1627,Activo
PERF-000210,Customer 210,1630,Pendiente
PERF-000211,Customer 211,1633,Activo
PERF-000212,Customer 212,1636,Inactivo
PERF-000213,Customer 213,1639,Pendiente
PERF-000214,Customer 214,1642,Inactivo
PERF-000215,Customer 215,1645,Activo
PERF-000216,Customer 216,1648,Pendiente
PERF-000217,Customer 217,1651,Activo
PERF-000218,Customer 218,1654,Inactivo
PERF-000219,Customer 219,1657,Pendiente
PERF-000220,CUSTOMER 220,1660,inactivo
PERF-000221,Customer 221,1663,Activo
PERF-000222,Customer 222,1666,Pendiente
PERF-000223,Customer 223,1669,Activo
PERF-000224,Customer 224,1672,Inactivo
PERF-000225,Customer 225,1675,Pendiente
PERF-000226,Customer 226,1678,Inactivo
PERF-000227,Customer 227,1681,Activo
PERF-000228,Customer 228,1684,Pendiente
PERF-000229,Customer 229,1687,Activo
PERF-000230,Customer 230,1690,Inactivo
PERF-000231,Customer 231,1693,Pendiente
PERF-000232,Customer 232,1696,Inactivo
PERF-000233,Customer 233,1699,Activo
PERF-000234,Customer 234,1702,Pendiente
PERF-000235,Customer 235,1705,Activo
PERF-000236,Customer 236,1708,Inactivo
PERF-000237,Customer 237,1711,Pendiente
PERF-000238,Customer 238,1714,Inactivo
PERF-000239,Customer 239,1717,Activo
PERF-000240,CUSTOMER 240,1720,pendiente
PERF-000241,Customer 241,1723,Activo
PERF-000242,Customer 242,1726,Inactivo
PERF-000243,Customer 243,1729,Pendiente
PERF-000244,Customer 244,1732,Inactivo
PERF-000245,Customer 245,1735,Activo
PERF-000246,Customer 246,1738,Pendiente
PERF-000247,Customer 247,1741,Activo
PERF-000248,Customer 248,1744,Inactivo
PERF-000249,Customer 249,1747,Pendiente
PERF-000250,Customer 250,1752,Inactivo
PERF-000251,Customer 251,1753,Activo
PERF-000252,Customer 252,1756,Pendiente
PERF-000253,Customer 253,1759,Activo
PERF-000254,Customer 254,1762,Inactivo
PERF-000255,Customer 255,1765,Pendiente
PERF-000256,Customer 256,1768,Inactivo
PERF-000257,Customer 257,1771,Activo
PERF-000258,Customer 258,1774,Pendiente
PERF-000259,Customer 259,1777,Activo
PERF-000260,CUSTOMER 260,1780,inactivo
PERF-000261,Customer 261,1783,Pendiente
PERF-000262,Customer 262,1786,Inactivo
PERF-000263,Customer 263,1789,Activo
PERF-000264,Customer 264,1792,Pendiente
PERF-000265,Customer 265,1795,Activo
PERF-000266,Customer 266,1798,Inactivo
PERF-000267,Customer 267,1801,Pendiente
PERF-000268,Customer 268,1804,Inactivo
PERF-000269,Customer 269,1807,Activo
PERF-000270,Customer 270,1810,Pendiente
PERF-000271,Customer 271,1813,Activo
PERF-000272,Customer 272,1816,Inactivo
PERF-000273,Customer 273,1819,Pendiente
PERF-000274,Customer 274,1822,Inactivo
PERF-000275,Customer 275,1825,Activo
PERF-000276,Customer 276,1828,Pendiente
PERF-000277,Customer 277,1831,Activo
PERF-000278,Customer 278,1834,Inactivo
PERF-000279,Customer 279,1837,Pendiente
PERF-000280,CUSTOMER 280,1840,inactivo
